COD_VIA;VIA_SQC;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;FECHA_DE_ALTA;FECHA_DE_BAJA;VIA_ESTADO
00695950;1;CALLE;DE;SANTA JOAQUINA DE VEDRUNA;SANTA JOAQUÍNA DE VEDRUNA;28/04/1972;;V
00696000;1;CALLE;DE;SANTA JULIA;SANTA JULIA;22/07/1949;;V
00696000;2;CALLE;DE;PEREZ GALDOS;PÉREZ GALDÓS;01/01/1902;22/07/1949;V
00696100;1;CALLE;DE;SANTA JULIANA;SANTA JULIANA;01/01/1912;;V
00696300;1;CALLE;DE;SANTA LEONOR;SANTA LEONOR;24/06/1949;;V
00696400;1;CALLE;DE;SANTA LUCIA;SANTA LUCÍA;11/01/1835;;V
00696500;1;CALLE;DE;SANTA LUCIA;SANTA LUCÍA;31/08/1981;01/09/1981;H
00696600;1;CALLE;DE;SANTA MAGDALENA SOFIA;SANTA MAGDALENA SOFÍA;24/01/1949;;V
00696600;2;CALLE;DE LA;IGLESIA;IGLESIA;20/02/1948;24/01/1949;V
00696700;1;CALLE;DE;SANTA MARIA;SANTA MARÍA;11/01/1835;;V
00696800;3;CALLE;DE;ARTURO MELIDA;ARTURO MÉLIDA;21/03/1986;;V
00696800;1;CALLE;DE;SANTA MARIA;SANTA MARÍA;14/03/1980;21/03/1986;V
00696800;2;PARTICULAR;DE;SANTA MARIA;SANTA MARÍA;13/03/1980;14/03/1980;V
00697100;1;CALLE;DE;SANTA MARIA DE LA ALAMEDA;SANTA MARÍA DE LA ALAMEDA;16/12/1953;;V
00697175;2;GLORIETA;DE;SANTA MARIA DE LA CABEZA;SANTA MARÍA DE LA CABEZA;25/01/1980;;V
00697175;1;PLAZA;DEL;CAPITAN CORTES;CAPITÁN CORTÉS;24/11/1939;25/01/1980;V
00697200;2;PASEO;DE;SANTA MARIA DE LA CABEZA;SANTA MARÍA DE LA CABEZA;06/02/1860;;V
00697300;1;CALLE;DE;SANTA MARIA MAGDALENA;SANTA MARÍA MAGDALENA;01/01/1960;;V
00697300;2;CARRETERA;DE;SANTA MARIA MAGDALENA;SANTA MARÍA MAGDALENA;31/12/1959;01/01/1960;V
00697400;1;CALLE;DE;SANTA MARIA DEL MAR;SANTA MARÍA DEL MAR;16/11/1955;;V
00697500;1;CALLE;DE;SANTA MARIA MICAELA;SANTA MARÍA MICAELA;27/02/1967;;V
00697500;2;CALLE;DE LA;MADRE SACRAMENTO;MADRE SACRAMENTO;14/01/1961;27/02/1967;V
00697500;3;CALLE;DE LA;VIZCONDESA DE JORBALAN;VIZCONDESA DE JORBALÁN;26/06/1895;14/01/1961;V
00697525;1;CALLE;DE;SANTA MARIA REINA;SANTA MARÍA REINA;01/01/1980;;V
00697550;2;CALLE;DE;SANTA MARIA SALOME;SANTA MARÍA SALOMÉ;22/02/1961;;V
00697550;1;CALLE;DE;SANDI;SANDI;21/02/1961;22/02/1961;V
00697580;2;PLAZA;DE;SANTA MARIA SOLEDAD TORRES ACOSTA;SANTA MARÍA SOLEDAD TORRES ACOSTA;30/06/1970;;V
00697580;1;PLAZA;DE;SANTA MARIA SOLEDAD;SANTA MARÍA SOLEDAD;01/01/1970;30/06/1970;V
00697600;1;CALLE;DE;SANTA MARTA;SANTA MARTA;23/07/1958;;V
00697700;1;CALLE;DE;SANTA MARTINA;SANTA MARTINA;22/02/1961;;V
00697800;1;CALLE;DE;SANTA MATILDE;SANTA MATILDE;01/01/1931;;V
00697900;1;CALLE;DE;SANTA MONICA;SANTA MÓNICA;01/01/1986;;V
00697900;2;CALLE;DE;EL GRECO;EL GRECO;31/12/1985;01/01/1986;V
00698000;1;CALLE;DE;SANTA NATALIA;SANTA NATALIA;01/01/1981;;V
00698100;1;CALLE;DE;SANTA OLALLA;SANTA OLALLA;05/06/1959;;V
00698100;2;CALLE;;TRANSVERSAL "E";TRANSVERSAL "E";01/01/1959;05/06/1959;V
00698200;1;CALLE;DE;SANTA PETRONILA;SANTA PETRONILA;22/02/1961;;V
00698200;2;CALLE;;NUEVA DE CARLOS RUIZ;NUEVA DE CARLOS RUIZ;21/02/1961;22/02/1961;V
00698300;1;CALLE;DE;SANTA POLA;SANTA POLA;05/06/1959;;V
00698300;2;CALLE;;LONGITUDINAL "A";LONGÍTUDINAL "A";22/05/1956;05/06/1959;V
00698400;1;CALLE;DE;SANTA POLONIA;SANTA POLONIA;11/01/1835;;V
00698500;1;CALLE;DE;SANTA PRISCA;SANTA PRISCA;28/01/1959;;V
00698550;3;CALLE;DE;SANTA RAFAELA MARIA DEL SAGRADO CORAZON;SANTA RAFAELA MARÍA DEL SAGRADO CORAZÓN;30/11/1977;;V
00698550;2;CALLE;DE;RAFAELA MARIA DEL SAGRADO CORAZON;RAFAELA MARÍA DEL SAGRADO CORAZÓN;29/04/1964;30/11/1977;V
00698550;1;CALLE;DE LA;BEATA RAFAELA MARIA;BEATA RAFAELA MARÍA;28/04/1964;29/04/1964;V
00698600;1;CALLE;DE;SANTA RITA;SANTA RITA;22/02/1961;;V
00698700;1;CALLE;DE;SANTA ROSA;SANTA ROSA;23/07/1958;;V
00698800;1;CALLE;DE;SANTA ROSALIA;SANTA ROSALÍA;22/02/1961;;V
00698850;1;CALLE;DE;SANTA SABINA;SANTA SABINA;22/02/1961;;V
00698900;1;CALLE;DE;SANTA SATURNINA;SANTA SATURNINA;01/01/1932;;V
00698950;1;CALLE;DE;SANTA SUSANA;SANTA SUSANA;01/01/1970;;V
00699000;1;CALLE;DE;SANTA TECLA;SANTA TECLA;01/01/1954;;V
00699100;1;CALLE;DE;SANTA TERESA;SANTA TERESA;11/01/1835;;V
00699200;1;PLAZA;DE;SANTA TERESITA;SANTA TERESITA;16/11/1955;;V
00699300;1;CALLE;DE;SANTA URSULA;SANTA ÚRSULA;06/02/1860;;V
00699350;1;TRAVESIA;DE;SANTA URSULA;SANTA ÚRSULA;11/10/1879;01/01/1971;H
00699400;1;CALLE;DE;SANTA VALENTINA;SANTA VALENTINA;14/11/1947;;V
00699450;1;CALLE;DE;SANTA VIRGILIA;SANTA VIRGILIA;01/01/1971;;V
00699500;1;PASAJE;DE;SANTA VIRGINIA;SANTA VIRGINIA;31/12/1985;01/01/1986;H
00699600;1;CALLE;DE;SANTA FE;SANTA FE;05/06/1959;;V
00699600;2;CALLE;;TRANSVERSAL "B" COLONIA SAN ANTONIO DE LA FLORIDA;TRANSVERSAL "B" COLONIA SAN ANTONIO DE LA FLORIDA;01/01/1959;05/06/1959;V
00699700;1;CALLE;DE;SANTANDER;SANTANDER;28/12/1944;;V
00699700;2;CALLE;DE;MAGALLANES;MAGALLANES;02/03/1887;28/12/1944;V
00699800;1;CALLE;DE LA;SANTANDERINA;SANTANDERINA;27/12/1985;;V
00699900;1;CALLE;DE;SANTANILLAS;SANTANILLAS;31/12/1985;01/01/1986;H
00700000;1;CALLE;DE;SANTIAGO;SANTIAGO;11/01/1835;;V
00700100;1;COSTANILLA;DE;SANTIAGO;SANTIAGO;11/01/1835;;V
00700300;1;PLAZA;DE;SANTIAGO;SANTIAGO;01/01/1881;;V
00700300;2;PLAZUELA;DE;SANTIAGO;SANTIAGO;11/01/1835;01/01/1881;V
00700400;1;CALLE;DE;SANTIAGO ALIO;SANTIAGO ALIÓ;01/01/1958;;V
00700500;1;TRAVESIA;DE;SANTIAGO ALIO;SANTIAGO ALIÓ;01/01/1969;;V
00700600;1;CALLE;DE;SANTIAGO ARTIGAS;SANTIAGO ARTIGAS;01/01/1944;;V
00700600;2;CALLE;DE;ALFREDO PEREA;ALFREDO PEREA;31/12/1943;01/01/1944;V
00700700;1;CALLE;DE;SANTIAGO BERNABEU;SANTIAGO BERNABÉU;26/11/1954;;V
00700750;2;CALLE;DE;SANTIAGO DE COMPOSTELA;SANTIAGO DE COMPOSTELA;29/12/1972;;V
00700750;1;CALLE;DE;COMPOSTELA;COMPOSTELA;30/09/1970;29/12/1972;V
00700800;1;CALLE;DE;SANTIAGO CORDERO;SANTIAGO CORDERO;14/11/1947;;V
00700900;1;TRAVESIA;DE;SANTIAGO CORDERO;SANTIAGO CORDERO;01/01/1986;;V
00701000;1;CALLE;DE;SANTIAGO CUENDE;SANTIAGO CUENDE;01/01/1986;;V
00701100;1;CALLE;DE;SANTIAGO ESTEVEZ;SANTIAGO ESTÉVEZ;01/01/1927;;V
00701200;1;CALLE;DE;SANTIAGO MASSARNAU;SANTIAGO MASSARNAU;01/01/1924;;V
00701200;2;CALLE;DE;GERONA;GERONA;31/12/1923;01/01/1924;V
00701300;1;CALLE;DE;SANTIAGO PRIETO;SANTIAGO PRIETO;01/01/1969;;V
00701350;1;CALLE;DE;SANTIAGO RUSIÑOL;SANTIAGO RUSIÑOL;31/03/1970;;V
00701500;1;CALLE;DE;SANTIAGO EL VERDE;SANTIAGO EL VERDE;11/01/1835;;V
00701550;1;CALLE;DE;SANTIAGO DE VICALVARO;SANTIAGO DE VICÁLVARO;27/05/1977;05/12/2002;H
00701550;2;CAÑADA;;REAL DE LAS MERINAS;REAL DE LAS MERINAS;26/05/1977;27/05/1977;H
00701600;1;CALLE;DE;SANTILLANA DEL MAR;SANTILLANA DEL MAR;01/01/1986;;V
00701600;2;CALLE;DE;SOLEDAD LOPEZ;SOLEDAD LÓPEZ;31/12/1985;01/01/1986;V
00701700;1;CALLE;DE LA;SANTISIMA TRINIDAD;SANTÍSIMA TRINIDAD;06/02/1860;;V
00701750;1;CARRETERA;DE;SANTISIMO CRISTO;SANTÍSIMO CRISTO;31/12/1985;01/01/1986;H
00701800;1;CALLE;DEL;SANTO ANGEL;SANTO ÁNGEL;01/01/1955;;V
00701900;1;PASAJE;DEL;SANTO ANGEL;SANTO ÁNGEL;01/01/1953;;V
00702000;2;AVENIDA;DEL;SANTO ANGEL DE LA GUARDA;SANTO ÁNGEL DE LA GUARDA;30/06/1966;;V
00702000;1;POBLADO;DE;ABSORCION DEL CARBONERO;ABSORCIÓN DEL CARBONERO;29/06/1966;30/06/1966;V
00702100;1;CALLE;DE;SANTO DOMINGO;SANTO DOMINGO;01/01/1969;;V
00702200;1;CUESTA;DE;SANTO DOMINGO;SANTO DOMINGO;11/01/1835;;V
00702200;2;CALLE;DE;SANTO DOMINGO (BAJADA O SUBIDA);SANTO DOMINGO (BAJADA O SUBIDA);01/01/1835;11/01/1835;V
00702300;1;PLAZA;DE;SANTO DOMINGO;SANTO DOMINGO;17/02/1865;;V
00702300;2;PLAZUELA;DE;SANTO DOMINGO;SANTO DOMINGO;11/01/1835;17/02/1865;V
00702400;1;CALLE;DE;SANTO DOMINGO SAVIO;SANTO DOMINGO SAVIO;28/09/1963;;V
00702400;2;CALLE;DE;MORLESIN;MORLESÍN;27/09/1963;28/09/1963;V
00702500;1;CALLE;DE;SANTO DOMINGO DE SILOS;SANTO DOMINGO DE SILOS;25/06/1954;;V
00702600;1;CALLE;DE;SANTO TOMAS;SANTO TOMÁS;11/01/1835;;V
00702600;2;CALLE;DEL;VERDUGO (Y/O) DE SANTO TOMAS;VEDRUGO (Y/O) DE SANTO TOMÁS);01/01/1835;11/01/1835;V
00702700;1;CALLE;DE;SANTO TOME;SANTO TOMÉ;11/01/1835;;V
00702800;1;CALLE;DE;SANTOCILDES;SANTOCILDES;01/03/1899;;V
00702800;2;CALLE;DE LAS;AMERICAS;AMÉRICAS;01/01/1880;01/03/1899;V
00702900;1;CALLE;DE;SANTOLINAS;SANTOLINAS;20/02/1948;;V
00702900;2;CALLE;DE;MARIA GUERRERO;MARÍA GUERRERO;19/02/1948;20/02/1948;V
00703000;1;CALLE;DE;SANTOÑA;SANTOÑA;02/10/1953;;V
00703000;2;CALLE;DE;ALMERIA;ALMERÍA;01/10/1953;02/10/1953;V
00703100;1;TRAVESIA;DE;SANTOÑA;SANTOÑA;01/01/1963;;V
00703200;1;CALLE;DE;SANTORCAZ;SANTORCAZ;30/12/1944;;V
00703200;2;CALLE;DE;AMERICA;AMÉRICA;29/12/1944;30/12/1944;V
00703250;1;PLAZA;DE;LOS SANTOS DE LA HUMOSA;LOS SANTOS DE LA HUMOSA;29/12/1972;;V
00703300;1;CALLE;DE;SANTOVENIA;SANTOVENIA;05/06/1959;;V
00703300;2;CALLE;;LONGITUDINAL "D";LONGITUDINAL "D";01/01/1959;05/06/1959;V
00703400;1;CALLE;DEL;SANTUARIO;SANTUARIO;29/09/1954;;V
00703500;1;CALLE;DE;SANTURCE;SANTURCE;01/01/1967;;V
00703600;1;CALLE;DE;SANZ FRUTOS;SANZ FRUTOS;31/01/1984;01/02/1984;H
00703700;2;CALLE;DE;SANZ RASO;SANZ RASO;01/01/1955;;V
00703800;1;CALLE;DE;SARASATE;SARASATE;01/01/1984;01/01/1999;H
00703801;1;GLORIETA;DE LA;SARDANA;SARDANA;28/06/1963;;V
00703900;1;CALLE;DEL;SARDINERO;SARDINERO;01/01/1958;01/01/1983;H
00704000;1;CALLE;DE LA;SARDINETA;SARDINETA;01/01/1986;;V
00704050;1;CALLE;DEL;SARGENTO BARRIGA;SARGENTO BARRIGA;27/12/1967;;V
00704075;1;PLAZA;DE LOS;NAVARROS;NAVARROS;27/09/1985;;V
00704075;2;PLAZA;DEL;SARGENTO PROVISIONAL;SARGENTO PROVISIONAL;26/09/1985;27/09/1985;V
00704100;1;CALLE;DE;SARRIA;SARRIA;08/05/1965;;V
00704100;2;CALLE;;15;15;01/01/1964;08/05/1965;V
00704300;1;PLAZA;DE;SASAMON;SASAMÓN;19/12/1956;08/05/2000;H
00704400;1;PLAZA;DE;SASTAGO;SÁSTAGO;21/11/1956;15/05/1991;H
00704500;1;CALLE;DE LOS;SASTRES;SASTRES;09/03/1962;;V
00704600;1;CALLE;DE;SATURNINO CALLEJA;SATURNINO CALLEJA;28/09/1953;;V
00704700;1;CALLE;DE;SATURNINO MORAN;SATURNINO MORÁN;01/01/1986;;V
00704800;1;CALLE;DE;SATURNINO TEJERA;SATURNINO TEJERA;01/01/1949;;V
00704850;1;CALLE;DE;SATURNINO VEGA;SATURNINO VEGA;31/12/1985;01/01/1986;H
00704900;1;CALLE;DE;SATURNO;SATURNO;14/06/1950;;V
00704900;2;CALLE;DE LA;AMARGURA;AMARGURA;13/06/1950;14/06/1950;V
00705000;1;CALLE;DEL;SAUCE;SAUCE;04/03/1966;;V
00705100;1;CALLE;DEL;SAUCO;SAÚCO;20/02/1948;;V
00705100;2;CALLE;DEL;ACUERDO;ACUERDO;19/02/1948;20/02/1948;V
00705150;1;CALLE;DE;SAUD;SAUD;01/01/1986;01/01/2008;H
00705175;1;CALLE;DE;SAUL;SAUL;01/01/1986;01/01/2008;H
00705200;1;CALLE;DE;SAUZAL;SAUZAL;23/06/1958;;V
00705300;1;CALLE;DE LA;SAXIFRAGA;SAXÍFRAGA;20/02/1948;;V
00705300;2;CALLE;DEL;POZO;POZO;19/02/1948;20/02/1948;V
00705400;1;CALLE;DE;SAYAGO;SAYAGO;05/06/1959;;V
00705500;2;CALLE;DE;SEBASTIAN ALVARO;SEBASTIÁN ÁLVARO;01/01/1962;;V
00705500;1;CALLE;DE;EMILIA AVILA;EMILIA AVILA;31/12/1961;01/01/1962;V
00705600;1;CALLE;DE;SEBASTIAN ELCANO;SEBASTIÁN ELCANO;14/12/1866;;V
00705700;1;CALLE;DE;SEBASTIAN FRANCISCO;SEBASTIÁN FRANCISCO;21/03/1958;;V
00705800;1;CALLE;DE;SEBASTIAN GOMEZ;SEBASTIÁN GÓMEZ;01/01/1986;;V
00705900;1;CALLE;DE;SEBASTIAN HERRERA;SEBASTIÁN HERRERA;02/03/1887;;V
00705900;2;CALLE;;PARTICULAR;PARTICULAR;01/01/1887;02/03/1887;V
00706000;1;CALLE;DE;SECO;SECO;01/01/1903;;V
00706100;1;PASAJE;DE LA;SEDA;SEDA;09/03/1962;;V
00706200;1;CALLE;DE;SEDANO;SEDANO;02/10/1953;;V
00706300;1;CALLE;DE;SEGOVIA;SEGOVIA;11/01/1835;;V
00706400;1;RONDA;DE;SEGOVIA;SEGOVIA;06/02/1860;;V
00706500;1;PLAZA;DE;SEGOVIA NUEVA;SEGOVIA NUEVA;01/01/1903;;V
00706600;1;CALLE;DEL;SEGRE;SEGRE;01/01/1949;;V
00706725;1;CALLE;;SEGUNDA;SEGUNDA;01/01/1976;;V
00706750;1;CALLE;;SEGUNDA;SEGUNDA;26/12/1985;27/12/1985;H
00706800;1;AVENIDA;;SEGUNDA;SEGUNDA;01/01/1986;;V
00707000;1;CALLE;DE;SEGUNDA MARTINEZ;SEGUNDA MARTÍNEZ;31/08/1981;01/09/1981;H
00707100;1;CALLE;DE;SEGUNDO ANCA;SEGUNDO ANCA;01/01/1986;;V
00707200;1;CALLE;DE;SEGUNDO IZPIZUA;SEGUNDO IZPIZÚA;14/12/1928;;V
00707300;1;CALLE;DE;SEGUNDO LOPEZ;SEGUNDO LÓPEZ;31/12/1985;01/01/1986;H
00707500;1;CALLE;DE;SEGURA;SEGURA;09/12/1960;;V
00707600;1;CALLE;;SEIS;SEIS;01/01/1986;;V
00707650;1;CALLE;DE;JOSE FRANCES;JOSÉ FRANCÉS;29/03/1985;05/03/1991;H
00707650;2;CALLE;;SEIS;SEIS;28/03/1985;29/03/1985;H
00707700;1;CALLE;;SEIS;SEIS;01/01/1977;29/09/1989;H
00707800;2;CALLE;DEL;DOCTOR JERONIMO IBORRA;DOCTOR JERÓNIMO IBORRA;21/03/1986;;V
00707800;1;CALLE;DEL;SEIS DE NOVIEMBRE;SEIS DE NOVIEMBRE;20/03/1986;21/03/1986;V
00707900;1;CALLE;DE LA;SEMILLA;SEMILLA;01/01/1986;;V
00707950;2;CALLE;DEL;SEMINARIO DE NOBLES;SEMINARIO DE NOBLES;25/01/1980;;V
00707950;1;PLAZA;DE;MANUEL DELGADO BARRETO;MANUEL DELGADO BARRETO;27/06/1941;25/01/1980;V
00707950;3;PLAZA;DEL;SEMINARIO;SEMINARIO;26/04/1940;27/06/1941;V
00707950;4;PLAZA;DE;ENRIQUE DE MESA;ENRIQUE DE MESA;03/07/1931;26/04/1940;V
00707950;5;PLAZA;DEL;SEMINARIO;SEMINARIO;17/02/1865;03/07/1931;V
00707950;6;PLAZUELA;DEL;SEMINARIO;SEMINARIO;11/01/1835;17/02/1865;V
00708050;1;AVENIDA;DE;SENECA;SÉNECA;01/01/1986;;V
00708100;1;CALLE;DE LOS;SEÑORES DE LUZON;SEÑORES DE LUZÓN;09/08/1918;;V
00708100;2;CALLE;DE;LUZON;LUZÓN;11/01/1835;09/08/1918;V
00708100;3;CALLE;DE;SAN SALVADOR (Y/O) DEL LUZON;SAN SALVADOR (Y/O) DEL LUZÓN;01/01/1835;11/01/1835;V
00708200;1;TRAVESIA;DE LOS;SEÑORES DE LUZON;SEÑORES DE LUZÓN;09/08/1918;;V
00708200;2;TRAVESIA;DE;LUZON;LUZÓN;11/01/1835;09/08/1918;V
00708200;3;CALLE;DE LA;ROSA;ROSA;01/01/1835;11/01/1835;V
00708300;1;CALLE;DE;SEO DE URGEL;SEO DE URGEL;23/12/1960;;V
00708400;1;CALLE;DE;SEPTIEMBRE;SEPTIEMBRE;01/01/1957;;V
00708700;1;AVENIDA;;SEPTIMA;SÉPTIMA;01/01/1957;;V
00708800;2;CALLE;DE;SEPULVEDA;SEPÚLVEDA;02/10/1953;;V
00708800;1;CALLE;DE;ARQUIMEDES;ARQUÍMEDES;14/07/1950;02/10/1953;V
00708800;3;CALLE;DEL;SEPULVEDA;SEPÚLVEDA;13/07/1950;14/07/1950;V
00709000;1;CALLE;DE;SEQUEROS;SEQUEROS;01/01/1959;;V
00709100;1;CALLE;DEL;SEQUILLO;SEQUILLO;22/02/1961;;V
00709200;1;PLAZA;DE;SERAFIN DE ASIS;SERAFÍN DE ASÍS;18/02/1959;27/06/1990;H
00709300;1;CALLE;DE;SERAFIN GOMEZ;SERAFÍN GÓMEZ;01/01/1975;;V
00709400;1;CALLE;DE;SERAFIN MARTIN;SERAFÍN MARTÍN;31/12/1985;01/01/1986;H
00709500;1;CALLE;DE;SERAFIN RAMIREZ;SERAFÍN RAMÍREZ;01/01/1986;;V
00709550;1;CALLE;DE;SERAFIN VIVEROS;SERAFÍN VIVEROS;01/01/1978;01/01/1999;H
00709600;1;CALLE;DE LA;SERENA;SERENA;01/01/1965;;V
00709600;2;CALLE;;SEGUNDA TRANSVERSAL;SEGUNDA TRANSVERSAL;31/12/1964;01/01/1965;V
00709800;1;CALLE;DE;SERRADILLA;SERRADILLA;01/01/1966;;V
00709900;1;CALLE;DEL;SERRALLO;SERRALLO;01/01/1931;;V
00710000;1;TRAVESIA;DEL;SERRALLO;SERRALLO;01/01/1948;;V
00710050;1;CALLE;DE;SERRAMAGNA;SERRAMAGNA;01/01/1975;;V
00710100;1;CALLE;DE LA;SERRANIA DE RONDA;SERRANÍA DE RONDA;28/05/1952;;V
00710100;2;CALLE;DE;SAN IGNACIO DE LOYOLA;SAN IGNACIO DE LOYOLA;27/05/1952;28/05/1952;V
00710200;1;CALLE;DE;SERRANILLO;SERRANILLO;31/12/1985;01/01/1986;H
00710300;1;CALLE;DE;SERRANO;SERRANO;06/07/1874;;V
00710300;2;CALLE;DE LA;REPUBLICA;REPÚBLICA;18/06/1873;06/07/1874;V
00710300;3;CALLE;DE;SERRANO;SERRANO;29/09/1868;18/06/1873;V
00710300;4;CALLE;DE;NARVAEZ;NARVÁEZ;21/02/1868;29/09/1868;V
00710300;5;BULEVAR;DE;NARVAEZ;NARVÁEZ;22/11/1867;21/02/1868;V
00710350;3;CALLE;DE;SERRANO ANGUITA;SERRANO ANGUITA;29/03/1968;;V
00710350;2;CALLE;DE;SAN OPROPIO;SAN OPROPIO;11/01/1835;29/03/1968;V
00710400;1;CALLE;DE;SERRANO GALVACHE;SERRANO GALVACHE;01/01/1961;;V
00710500;1;CALLE;DE;SERRANO JOVER;SERRANO JOVER;28/12/1944;;V
00710500;2;RONDA;DEL;CONDE DUQUE;CONDE DUQUE;29/08/1859;28/12/1944;V
00710700;1;CALLE;DE LA;SERRERIA;SERRERÍA;09/03/1962;;V
00710800;1;CALLE;DE;SERVANDO BATANERO;SERVANDO BATANERO;17/08/1949;;V
00710800;2;CALLE;DE;ROSARIO;ROSARIO;01/01/1929;17/08/1949;V
00710900;1;CALLE;DE;SERVATOR;SERVATOR;14/07/1950;;V
00710900;2;CALLE;DE LAS;DOS HERMANAS;DOS HERMANAS;13/07/1950;14/07/1950;V
00711000;1;CALLE;DE;SERVICIO;SERVICIO;31/12/1985;01/01/1986;H
00711100;1;CALLE;DE LA;SERVIDUMBRE;SERVIDUMBRE;31/12/1985;01/01/1986;H
00711200;1;CALLE;DE;SESEÑA;SESEÑA;30/06/1966;;V
00711300;1;PASAJE;DE;SETUBAL;SETÚBAL;23/07/1958;;V
00711400;1;PLAZA;DE;SETUBAL;SETÚBAL;08/01/1954;;V
00711500;1;PARTICULAR;DE;SEVERIANO ORTEGA;SEVERIANO ORTEGA;31/12/1985;01/01/1986;H
00711600;1;CALLE;DE;SEVERINO AZNAR EMBID;SEVERINO AZNAR EMBID;16/11/1955;;V
00711650;1;CALLE;DE;SEVERINO ORTEGA;SEVERINO ORTEGA;01/01/1980;01/09/2010;H
00711700;1;CALLE;DE;SEVILLA;SEVILLA;28/04/1849;;V
00711700;2;CALLE;;ANCHA DE PELIGROS;ANCHA DE PELIGROS;11/01/1835;28/04/1849;V
00711800;1;CALLE;;SEXTA;SEXTA;01/01/1986;;V
00711875;1;AVENIDA;;SEXTA;SEXTA;01/01/1986;;V
00712000;1;CALLE;DEL;SEXTANTE;SEXTANTE;18/02/1953;;V
00712000;2;AVENIDA;DE;CALVO SOTELO;CALVO SOTELO;17/02/1953;18/02/1953;V
00712100;1;TRAVESIA;DEL;SEXTANTE;SEXTANTE;01/01/1979;;V
00712200;1;CALLE;DE LAS;SICELIDAS;SICÉLIDAS;14/07/1950;;V
00712200;2;CALLE;DE;MADRID;MADRID;13/07/1950;14/07/1950;V
00712300;1;CALLE;DE;SICILIA;SICILIA;22/07/1949;;V
00712400;1;PASAJE;DE;SICILIA;SICILIA;31/12/1985;01/01/1986;H
00712500;1;CALLE;DE LA;SIDERURGIA;SIDERURGIA;09/03/1962;;V
00712600;1;CALLE;DE;SIENA;SIENA;14/07/1950;;V
00712600;2;CALLE;DE;CERVANTES;CERVANTES;13/07/1950;14/07/1950;V
00712700;1;CALLE;DE;SIERO;SIERO;16/03/1960;;V
00712800;1;CALLE;DE LA;SIERPE;SIERPE;11/01/1835;;V
00712800;2;CALLE;DE LAS;NEGRAS (Y/O) DE LA SIERPE;NEGRAS (Y/O) DE LA SIERPE;01/01/1835;11/01/1835;V
00712900;1;CALLE;DE LA;SIERRA;SIERRA;01/01/1933;;V
00712925;1;CARRETERA;DE LA;SIERRA;SIERRA;01/01/1986;01/01/2008;H
00712950;1;CALLE;DE LA;SIERRA AITANA;SIERRA AITANA;28/05/1971;;V
00712960;1;PLAZA;DE LA;SIERRA AYLLON;SIERRA AYLLÓN;28/05/1952;;V
00712960;2;PLAZA;DE;CASTELAR;CASTELAR;27/05/1952;28/05/1952;V
00713000;1;CALLE;DE LA;SIERRA DE ALBARRACIN;SIERRA DE ALBARRACÍN;28/05/1952;;V
00713000;2;CALLE;DE LA;ALEGRIA;ALEGRÍA;27/05/1952;28/05/1952;V
00713100;1;CALLE;DE LA;SIERRA DE ALCARAZ;SIERRA DE ALCARAZ;28/05/1952;;V
00713100;2;CALLE;;ALTA;ALTA;22/07/1949;28/05/1952;V
00713150;1;CALLE;DE LA;SIERRA DE ALCAZOLA;SIERRA DE ALCAZOLA;31/12/1985;01/01/1986;H
00713200;1;CALLE;DE LA;SIERRA DE ALCUBIERRE;SIERRA DE ALCUBIERRE;28/05/1952;;V
00713200;2;CALLE;DE;RAMON Y CAJAL;RAMÓN Y CAJAL;22/07/1949;28/05/1952;V
00713300;1;CALLE;DE LA;SIERRA DE ALGODONALES;SIERRA DE ALGODONALES;28/05/1952;;V
00713300;2;CALLE;DEL;ANGEL;ÁNGEL;27/05/1952;28/05/1952;V
00713350;2;CALLE;DE LA;SIERRA DE ALMENARA;SIERRA DE ALMENARA;31/10/1973;15/05/1991;H
00713350;1;CALLE;DE LA;ESTAFETA;ESTAFETA;30/10/1973;31/10/1973;H
00713355;1;CALLE;DE LA;SIERRA DE ALMIJARA;SIERRA DE ALMIJARA;05/10/1953;;V
00713500;1;CALLE;DE LA;SIERRA DE LAS ALPUJARRAS;SIERRA DE LAS ALPUJARRAS;28/05/1952;01/01/1999;H
00713500;2;CALLE;DE;ARRIETA;ARRIETA;27/05/1952;28/05/1952;H
00713550;2;CALLE;DE LA;SIERRA DE ALQUIFE;SIERRA DE ALQUIFE;30/03/1971;;V
00713550;1;CALLE;DE;RODRIGUEZ MARIN;RODRÍGUEZ MARÍN;29/03/1971;30/03/1971;V
00713600;1;CALLE;DE LA;SIERRA ALTA;SIERRA ALTA;13/07/1955;;V
00713600;2;CALLE;DE;SANTA JULIA;SANTA JULIA;01/01/1955;13/07/1955;V
00713700;1;CALLE;DE LA;SIERRA DE ALTAMIRA;SIERRA DE ALTAMIRA;28/05/1952;12/04/1991;H
00713700;2;LUGAR;;CERRO DE BUENOS AIRES;CERRO DE BUENOS AIRES;27/05/1952;28/05/1952;H
00713800;1;CALLE;DE LA;SIERRA DE ANTEQUERA;SIERRA DE ANTEQUERA;10/10/1956;;V
00713900;1;CALLE;DE LA;SIERRA DE ARACENA;SIERRA DE ARACENA;10/10/1956;23/05/2011;H
00714000;1;CALLE;DE LA;SIERRA DE ARLA;SIERRA DE ARLA;01/01/1986;;V
00714200;1;CALLE;DE LA;SIERRA BASCUÑA;SIERRA BASCUÑA;08/06/1955;;V
